":START_ID",":TYPE",":END_ID","_json","http__//www.geneontology.org/formats/oboInOwl#hasDbXref:string[]","http__//www.geneontology.org/formats/oboInOwl#hasSynonymType:string[]","childRelationToParent:string[]","http__//www.geneontology.org/formats/oboInOwl#source:string[]","parentRelationToChild:string[]"
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0035148","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048646","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0035148","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048646","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0035148","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048646","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0035148","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0035239","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0035239","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0035295","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/GO_0035295"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0035295"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0035239","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009653","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0035239","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009653","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0035239","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009653","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0035239","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0035295","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0035295","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0007275","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/GO_0007275"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0007275"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0035295","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048856","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0035295","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048856","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0035295","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048856","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0035295","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0007275","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0040016","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009790","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/GO_0009790"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0009790"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0040016","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0051301","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0040016","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0051301","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0040016","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0051301","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0040016","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009790","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0042391","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0034220","{""property"":""http://purl.obolibrary.org/obo/BFO_0000051"",""value"":""http://purl.obolibrary.org/obo/GO_0034220"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000051"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0034220"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0042391","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0065008","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0042391","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0065008","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0042391","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0065008","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0043009","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009792","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0043009","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009792","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0043009","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009792","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0046879","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009914","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0046879","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0023061","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0046879","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009914","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0046879","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0023061","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0046879","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009914","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0046879","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0023061","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0046903","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0006810","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0046903","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0006810","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0046903","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0006810","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048018","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0007165","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/GO_0007165"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0007165"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048018","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0038023","{""property"":""http://purl.obolibrary.org/obo/RO_0002213"",""value"":""http://purl.obolibrary.org/obo/GO_0038023"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/RO_0002213"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0038023"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048018","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0005102","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048018","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0030546","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048018","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0005102","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048018","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0030546","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048018","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0005102","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048018","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0030546","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048018","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0007165","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048332","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0007498","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/GO_0007498"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0007498"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048332","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048729","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048332","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048729","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048332","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048729","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048332","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0007498","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048513","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048856","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048513","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048856","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048513","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048856","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048598","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009790","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/GO_0009790"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0009790"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048598","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009653","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048598","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009653","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048598","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009653","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048598","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009790","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048609","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0032504","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/GO_0032504"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0032504"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048609","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0022414","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048609","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0022414","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048609","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0022414","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048609","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0032504","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048646","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009653","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/GO_0009653"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0009653"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048646","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0032502","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048646","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0032502","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048646","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0032502","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048646","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009653","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048729","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009888","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/GO_0009888"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0009888"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048729","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009653","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048729","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009653","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048729","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009653","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048729","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009888","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048731","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0007275","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/GO_0007275"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0007275"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048731","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048856","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048731","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048856","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048731","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048856","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048731","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0007275","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048856","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0032502","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048856","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0032502","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0048856","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0032502","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0050789","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0008150","{""property"":""http://purl.obolibrary.org/obo/RO_0002211"",""value"":""http://purl.obolibrary.org/obo/GO_0008150"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/RO_0002211"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0008150"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0050789","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0065007","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0050789","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0065007","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0050789","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0065007","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0050794","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009987","{""property"":""http://purl.obolibrary.org/obo/RO_0002211"",""value"":""http://purl.obolibrary.org/obo/GO_0009987"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/RO_0002211"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0009987"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0050794","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0050789","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0050794","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0050789","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0050794","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0050789","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0050877","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0003008","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0050877","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0003008","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0050877","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0003008","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0050896","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0008150","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0050896","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0008150","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0050896","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0008150","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0051179","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0008150","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0051179","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0008150","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0051179","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0008150","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0051234","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0051179","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0051234","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0051179","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0051234","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0051179","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0051301","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009987","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0051301","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009987","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0051301","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009987","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0051716","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009987","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0051716","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0050896","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0051716","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009987","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0051716","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0050896","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0051716","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009987","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0051716","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0050896","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0055085","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0006810","{}","","","","",""
