":START_ID",":TYPE",":END_ID","_json","http__//www.w3.org/2000/01/rdf-schema#comment:string[]","http__//purl.obolibrary.org/obo/IAO_0000116:string[]","childRelationToParent:string[]","http__//purl.obolibrary.org/obo/IAO_0010000:string[]","http__//www.w3.org/2000/01/rdf-schema#seeAlso:string[]","parentRelationToChild:string[]"
"duo+class+http://purl.obolibrary.org/obo/IAO_0000032","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000120","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000032","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000109","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000032","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000109","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000033","relatedTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000017","{""property"":""http://purl.obolibrary.org/obo/IAO_0000136"",""value"":""http://purl.obolibrary.org/obo/BFO_0000017"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/IAO_0000136"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/BFO_0000017"",""isObsolete"":false}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000033","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000030","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000033","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000122","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000033","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000030","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000033","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000030","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000034","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000034","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000124","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000034","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000034","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000035","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000035","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000125","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000035","http://purl.obolibrary.org/obo/IAO_0000231","duo+individual+http://purl.obolibrary.org/obo/IAO_0000103","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000035","directParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000035","hierarchicalParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000037","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000038","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000037","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000002","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000037","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000038","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000037","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000038","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000038","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000309","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000038","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000125","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000038","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000309","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000038","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000309","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000047","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000047","http://purl.obolibrary.org/obo/IAO_0000231","duo+individual+http://purl.obolibrary.org/obo/IAO_0000103","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000047","directParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000047","hierarchicalParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000055","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000055","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000123","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000055","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000055","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000057","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000038","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000057","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000002","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000057","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000038","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000057","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000038","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000059","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000059","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000124","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000059","http://purl.obolibrary.org/obo/IAO_0000231","duo+individual+http://purl.obolibrary.org/obo/IAO_0000103","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000059","directParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000059","hierarchicalParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000064","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000104","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000064","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000120","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000064","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000104","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000064","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000104","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000065","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000064","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000065","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000120","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000065","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000064","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000065","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000064","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000078","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000102","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000078","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000125","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000078","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000102","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000078","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000102","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000079","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000038","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000079","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000002","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000079","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000038","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000079","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000038","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000088","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000310","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000088","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000125","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000088","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000310","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000088","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000310","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000091","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000091","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000120","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000091","http://purl.obolibrary.org/obo/IAO_0000231","duo+individual+http://purl.obolibrary.org/obo/IAO_0000103","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000091","directParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000091","hierarchicalParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000093","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000093","http://purl.obolibrary.org/obo/IAO_0000231","duo+individual+http://purl.obolibrary.org/obo/IAO_0000103","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000093","directParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000093","hierarchicalParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000096","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000033","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000096","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000123","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000096","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000033","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000096","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000033","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000097","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000097","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000002","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000097","http://purl.obolibrary.org/obo/IAO_0000231","duo+individual+http://purl.obolibrary.org/obo/IAO_0000103","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000097","directParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000097","hierarchicalParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000098","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000033","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000098","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000123","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000098","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000033","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000098","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000033","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000100","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000027","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000100","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000125","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000100","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000027","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000100","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000027","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000101","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000308","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000101","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000122","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000101","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000308","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000101","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000308","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000102","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000027","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000102","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000027","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000102","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000027","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000104","relatedTo","duo+class+http://purl.obolibrary.org/obo/IAO_0000005","{""property"":""http://purl.obolibrary.org/obo/BFO_0000051"",""value"":""http://purl.obolibrary.org/obo/IAO_0000005"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000051"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/IAO_0000005"",""isObsolete"":false}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000104","relatedTo","duo+class+http://purl.obolibrary.org/obo/IAO_0000007","{""property"":""http://purl.obolibrary.org/obo/BFO_0000051"",""value"":""http://purl.obolibrary.org/obo/IAO_0000007"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000051"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/IAO_0000007"",""isObsolete"":false}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000104","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000033","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000104","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000122","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000104","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000033","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000104","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000033","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000105","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000105","http://purl.obolibrary.org/obo/IAO_0000231","duo+individual+http://purl.obolibrary.org/obo/IAO_0000103","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000105","directParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000105","hierarchicalParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000109","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000027","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000109","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000125","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000109","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000027","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000109","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000027","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000128","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000128","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000121","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000128","http://purl.obolibrary.org/obo/IAO_0000231","duo+individual+http://purl.obolibrary.org/obo/IAO_0000226","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000128","directParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000128","hierarchicalParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000129","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000028","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000129","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000123","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000129","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000028","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000129","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000028","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000131","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000028","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000131","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000123","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000131","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000028","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000131","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000028","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000132","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000028","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000132","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000123","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000132","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000028","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000132","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000028","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000140","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000027","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000140","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000123","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000140","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000027","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000140","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000027","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000141","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000141","http://purl.obolibrary.org/obo/IAO_0000231","duo+individual+http://purl.obolibrary.org/obo/IAO_0000103","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000141","directParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000141","hierarchicalParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000144","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000300","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000144","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000120","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000144","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000300","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000144","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000300","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000178","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000040","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000178","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000122","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000178","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000040","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000178","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000040","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000179","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000038","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000179","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000122","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000179","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000038","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000179","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000038","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000180","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000038","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000180","http://purl.obolibrary.org/obo/IAO_0000114","duo+individual+http://purl.obolibrary.org/obo/IAO_0000122","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000180","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000038","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000180","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000038","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/IAO_0000181","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000038","{}","","","","","",""
